id_seccion,nombre,distrito,distrito_federal,circunscripcion,lat,lon,poblacion,padron_electoral,lista_nominal,tipo_zona,area,geometry_geojson
3799,Sección 3799 · Tlalpan,14,14,5,19.291543209593236,-99.24032032299043,4045,3219,3185,urbana,2.081297086615594e-05,"{""type"": ""Polygon"", ""coordinates"": [[[-99.2419740753493, 19.2931678119432], [-99.23800499394568, 19.2939698323515], [-99.2384383155919, 19.2893414782504], [-99.24286128927369, 19.2892924979993], [-99.2419740753493, 19.2931678119432]]]}"
3800,Sección 3800 · Tlalpan,14,14,5,19.2915228992372,-99.2367416511827,2107,1796,1778,urbana,1.242781727879526e-05,"{""type"": ""Polygon"", ""coordinates"": [[[-99.23800499394568, 19.2939698323515], [-99.2354645729966, 19.2938046925996], [-99.2351223690559, 19.2895689150409], [-99.2384383155919, 19.2893414782504], [-99.23800499394568, 19.2939698323515]]]}"
3801,Sección 3801 · Tlalpan,14,14,5,19.29144395014965,-99.23387465085192,1747,1500,1482,urbana,1.0504707424089358e-05,"{""type"": ""Polygon"", ""coordinates"": [[[-99.2354645729966, 19.2938046925996], [-99.2336104885979, 19.2939339883724], [-99.2333774741127, 19.2911356769594], [-99.231512315831, 19.2912544557873], [-99.2313941925522, 19.2898703960909], [-99.2351223690559, 19.2895689150409], [-99.2354645729966, 19.2938046925996]]]}"
3802,Sección 3802 · Tlalpan,14,14,5,19.290042281159558,-99.22812706451866,1718,1609,1598,urbana,9.447969614195159e-06,"{""type"": ""Polygon"", ""coordinates"": [[[-99.2269129449116, 19.2916209010678], [-99.2260366990883, 19.2888551608825], [-99.2297046460822, 19.2885768294411], [-99.22993021855069, 19.2913836004483], [-99.2269129449116, 19.2916209010678]]]}"
3803,Sección 3803 · Tlalpan,14,14,5,19.291121589816647,-99.22551821236736,1709,1611,1597,urbana,9.717791680642724e-06,"{""type"": ""Polygon"", ""coordinates"": [[[-99.2270164931829, 19.292991450821], [-99.2245413079666, 19.2932071698048], [-99.22415131044352, 19.2889569488908], [-99.2260366990883, 19.2888551608825], [-99.2270164931829, 19.292991450821]]]}"
3804,Sección 3804 · Tlalpan,14,14,5,19.292743081044296,-99.22143701588118,1760,1614,1603,urbana,9.694780590173465e-06,"{""type"": ""Polygon"", ""coordinates"": [[[-99.2221551409808, 19.2948022035062], [-99.22142251248509, 19.2934529370721], [-99.2189461538063, 19.2936464027967], [-99.21863687836108, 19.290828600387], [-99.2193981569168, 19.2921953302353], [-99.2244134130157, 19.2918133851651], [-99.2221551409808, 19.2948022035062]]]}"
3805,Sección 3805 · Tlalpan,14,14,5,19.290587238314437,-99.22179146808473,1556,1460,1443,urbana,1.4256684825920412e-05,"{""type"": ""Polygon"", ""coordinates"": [[[-99.2244134130157, 19.2918133851651], [-99.2193981569168, 19.2921953302353], [-99.2191499927293, 19.2893857434182], [-99.22415131044352, 19.2889569488908], [-99.2244134130157, 19.2918133851651]]]}"
3806,Sección 3806 · Tlalpan,14,14,5,19.289498547080587,-99.21899768998364,1828,1586,1574,urbana,2.1041680517015363e-05,"{""type"": ""Polygon"", ""coordinates"": [[[-99.222294050454, 19.2891161998783], [-99.2191499927293, 19.2893857434182], [-99.2189461538063, 19.2936464027967], [-99.21584429462538, 19.2936706086386], [-99.21839292358298, 19.2852214076264], [-99.22143603031279, 19.2864112181391], [-99.222294050454, 19.2891161998783]]]}"
3807,Sección 3807 · Tlalpan,14,14,2,19.29155753503813,-99.21384568377782,1421,1146,1131,urbana,2.100424691965361e-05,"{""type"": ""Polygon"", ""coordinates"": [[[-99.2152578417129, 19.2944299971047], [-99.21083307837891, 19.2924958666203], [-99.21142377975839, 19.2871359849391], [-99.2126735717545, 19.2870615389402], [-99.2128909299069, 19.2898491363714], [-99.21708808102258, 19.290979329174], [-99.2152578417129, 19.2944299971047]]]}"
3808,Sección 3808 · Tlalpan,14,14,2,19.287470967057295,-99.2158869136553,1343,1138,1128,urbana,2.7348994171354795e-05,"{""type"": ""Polygon"", ""coordinates"": [[[-99.21554046779299, 19.2910662428457], [-99.215408918608, 19.2896763242265], [-99.2128909299069, 19.2898491363714], [-99.2126735717545, 19.2870615389402], [-99.215715877498, 19.2854274288107], [-99.2155640617614, 19.2840177933717], [-99.21764813938239, 19.283883759274], [-99.21834701582529, 19.2872589394331], [-99.21708808102258, 19.290979329174], [-99.21554046779299, 19.2910662428457]]]}"
3809,Sección 3809 · Tlalpan,14,14,5,19.285844266244325,-99.2211765192431,1910,1765,1750,urbana,1.4847040139150411e-05,"{""type"": ""Polygon"", ""coordinates"": [[[-99.22415131044352, 19.2889569488908], [-99.222294050454, 19.2891161998783], [-99.22143603031279, 19.2864112181391], [-99.21839292358298, 19.2852214076264], [-99.21764813938239, 19.283883759274], [-99.2193214274278, 19.2837169138452], [-99.2191807138586, 19.2823389828706], [-99.2204235747567, 19.2822583623648], [-99.2220262005245, 19.2863511577483], [-99.2239217469107, 19.2862037813299], [-99.22415131044352, 19.2889569488908]]]}"
3810,Sección 3810 · Tlalpan,14,14,5,19.285900488534992,-99.22502351053342,1527,1357,1337,urbana,1.2310680717317035e-05,"{""type"": ""Polygon"", ""coordinates"": [[[-99.2260366990883, 19.2888551608825], [-99.22415131044352, 19.2889569488908], [-99.2236957033012, 19.2833819220112], [-99.2261953043244, 19.2832074065162], [-99.2260366990883, 19.2888551608825]]]}"
3811,Sección 3811 · Tlalpan,14,14,5,19.287300578211873,-99.22778903019804,1433,1253,1245,urbana,1.0575243242155153e-05,"{""type"": ""Polygon"", ""coordinates"": [[[-99.2297046460822, 19.2885768294411], [-99.2260366990883, 19.2888551608825], [-99.22578953151039, 19.2860696069321], [-99.22961271333, 19.285740441967], [-99.2297046460822, 19.2885768294411]]]}"
3812,Sección 3812 · Tlalpan,14,14,5,19.287913898288906,-99.23153637669496,2218,1939,1925,urbana,1.5216567337701883e-05,"{""type"": ""Polygon"", ""coordinates"": [[[-99.23385651994111, 19.2896712872039], [-99.22982432977868, 19.2900161489504], [-99.22961271333, 19.285740441967], [-99.2322829700791, 19.2855533375314], [-99.23385651994111, 19.2896712872039]]]}"
3813,Sección 3813 · Tlalpan,14,14,5,19.287209391812482,-99.23476939007607,2006,1804,1790,urbana,1.330876780507736e-05,"{""type"": ""Polygon"", ""coordinates"": [[[-99.2363728403334, 19.2894884757144], [-99.23385651994111, 19.2896712872039], [-99.2322829700791, 19.2855533375314], [-99.2366430868631, 19.2852307910262], [-99.2363728403334, 19.2894884757144]]]}"
3814,Sección 3814 · Tlalpan,14,14,5,19.286821879239856,-99.23819419644836,2386,1948,1931,urbana,1.2481799455860039e-05,"{""type"": ""Polygon"", ""coordinates"": [[[-99.2384383155919, 19.2893414782504], [-99.2363728403334, 19.2894884757144], [-99.2366430868631, 19.2852307910262], [-99.24117360057231, 19.2848876848638], [-99.2413460019607, 19.2862226977689], [-99.2382448405633, 19.2865257105612], [-99.2384383155919, 19.2893414782504]]]}"
3815,Sección 3815 · Tlalpan,14,14,5,19.28791713043192,-99.23981676991042,1584,1423,1410,urbana,8.14318984101025e-06,"{""type"": ""Polygon"", ""coordinates"": [[[-99.2423802379873, 19.2892492215905], [-99.2384383155919, 19.2893414782504], [-99.2382448405633, 19.2865257105612], [-99.2407780443881, 19.286358319971], [-99.2423802379873, 19.2892492215905]]]}"
3816,Sección 3816 · Tlalpan,14,14,5,19.2826826660095,-99.2415687266146,2912,2361,2341,urbana,1.4378101541705213e-05,"{""type"": ""Polygon"", ""coordinates"": [[[-99.24102736211141, 19.2868705076471], [-99.2395644183534, 19.2806843815507], [-99.2448886157932, 19.2795871446063], [-99.2419846044371, 19.2831772682656], [-99.2429465866797, 19.2841816640055], [-99.24102736211141, 19.2868705076471]]]}"
3817,Sección 3817 · Tlalpan,14,14,5,19.282612834262718,-99.23833147292086,2314,2012,1998,urbana,1.4370833272937633e-05,"{""type"": ""Polygon"", ""coordinates"": [[[-99.2405286919669, 19.2849365320891], [-99.23726724222878, 19.2851892692964], [-99.236208699175, 19.2796204245703], [-99.2395644183534, 19.2806843815507], [-99.2405286919669, 19.2849365320891]]]}"
3818,Sección 3818 · Tlalpan,14,14,5,19.282629823445212,-99.23573299832525,2197,1933,1913,urbana,1.338580990564048e-05,"{""type"": ""Polygon"", ""coordinates"": [[[-99.23726724222878, 19.2851892692964], [-99.23475275702782, 19.2853706439908], [-99.2342798264424, 19.279776999651], [-99.236208699175, 19.2796204245703], [-99.23726724222878, 19.2851892692964]]]}"
3819,Sección 3819 · Tlalpan,14,14,5,19.283371164082723,-99.23334221178465,1452,1314,1302,urbana,1.0393911472475002e-05,"{""type"": ""Polygon"", ""coordinates"": [[[-99.23475275702782, 19.2853706439908], [-99.2322829700791, 19.2855533375314], [-99.2319293286807, 19.2813872808579], [-99.2343979909212, 19.2811746445799], [-99.23475275702782, 19.2853706439908]]]}"
3820,Sección 3820 · Tlalpan,14,14,5,19.283571607169975,-99.23078413315183,1769,1636,1617,urbana,1.1086606922891578e-05,"{""type"": ""Polygon"", ""coordinates"": [[[-99.2322829700791, 19.2855533375314], [-99.22961271333, 19.285740441967], [-99.2293218104471, 19.2815695221992], [-99.2319293286807, 19.2813872808579], [-99.2322829700791, 19.2855533375314]]]}"
3821,Sección 3821 · Tlalpan,14,14,5,19.284412129153264,-99.22795202435289,1523,1372,1363,urbana,9.349987254255734e-06,"{""type"": ""Polygon"", ""coordinates"": [[[-99.22961271333, 19.285740441967], [-99.2264213723172, 19.2860160747863], [-99.2261953043244, 19.2832074065162], [-99.2293849759028, 19.2824449476836], [-99.22961271333, 19.285740441967]]]}"
3822,Sección 3822 · Tlalpan,14,14,5,19.28230807914921,-99.22602690945604,1502,1297,1284,urbana,9.183949444585862e-06,"{""type"": ""Polygon"", ""coordinates"": [[[-99.22866645404662, 19.2830502578074], [-99.2236957033012, 19.2833819220112], [-99.2234488364093, 19.2807029818282], [-99.2293218104471, 19.2815695221992], [-99.22866645404662, 19.2830502578074]]]}"
3823,Sección 3823 · Tlalpan,14,14,5,19.283310783436754,-99.22219396187599,1744,1526,1510,urbana,1.5845452552332226e-05,"{""type"": ""Polygon"", ""coordinates"": [[[-99.2220262005245, 19.2863511577483], [-99.2206595327468, 19.285061853191], [-99.220313272668, 19.2808635255916], [-99.2234686393718, 19.2809362192231], [-99.2239217469107, 19.2862037813299], [-99.2220262005245, 19.2863511577483]]]}"
3824,Sección 3824 · Tlalpan,14,14,2,19.281086870982165,-99.2169652560069,1998,1690,1671,urbana,1.8582897502415837e-05,"{""type"": ""Polygon"", ""coordinates"": [[[-99.2193214274278, 19.2837169138452], [-99.21764813938239, 19.283883759274], [-99.2123549152372, 19.2794702212987], [-99.21447299348898, 19.2784646504669], [-99.2146018491182, 19.2798675657034], [-99.21958020259981, 19.2795081245361], [-99.2193214274278, 19.2837169138452]]]}"
3825,Sección 3825 · Tlalpan,14,14,2,19.28360479281535,-99.21320513129808,1573,1242,1231,urbana,3.191982069860109e-05,"{""type"": ""Polygon"", ""coordinates"": [[[-99.2126735717545, 19.2870615389402], [-99.2097962505824, 19.2862933203775], [-99.2123549152372, 19.2794702212987], [-99.21764813938239, 19.283883759274], [-99.2155640617614, 19.2840177933717], [-99.215715877498, 19.2854274288107], [-99.2126735717545, 19.2870615389402]]]}"
3826,Sección 3826 · Tlalpan,14,14,2,19.284976956308462,-99.20833727976311,1863,1692,1676,urbana,1.0474773312073231e-05,"{""type"": ""Polygon"", ""coordinates"": [[[-99.2097962505824, 19.2862933203775], [-99.2057808789443, 19.2861963151037], [-99.2053079664595, 19.2848773391456], [-99.2110164837448, 19.2831305010534], [-99.2097962505824, 19.2862933203775]]]}"
3827,Sección 3827 · Tlalpan,14,14,2,19.285308176580482,-99.20206092367316,2010,1793,1774,urbana,1.6212989225485384e-05,"{""type"": ""Polygon"", ""coordinates"": [[[-99.2057808789443, 19.2861963151037], [-99.1982267468021, 19.2861554691118], [-99.1978609219755, 19.2850802099298], [-99.2036906444602, 19.2832063608652], [-99.2057808789443, 19.2861963151037]]]}"
3828,Sección 3828 · Tlalpan,14,14,2,19.283889356780296,-99.19773619733711,1793,1766,1752,urbana,1.2846090283876075e-05,"{""type"": ""Polygon"", ""coordinates"": [[[-99.2004951518552, 19.2838864247922], [-99.1978609219755, 19.2850802099298], [-99.1982267468021, 19.2861554691118], [-99.1958941743428, 19.2860929192135], [-99.1952838987196, 19.2842905727713], [-99.1982648191134, 19.2809563712002], [-99.2004951518552, 19.2838864247922]]]}"
3829,Sección 3829 · Tlalpan,14,14,2,19.282921142823177,-99.19324839922207,2682,2547,2528,urbana,1.8018984307744574e-05,"{""type"": ""Polygon"", ""coordinates"": [[[-99.1958941743428, 19.2860929192135], [-99.1935286473255, 19.2862147791195], [-99.19435758038371, 19.2850236953134], [-99.1927641881129, 19.2831127351284], [-99.1893986741691, 19.2817678354658], [-99.1944493380136, 19.2800747357109], [-99.1958941743428, 19.2860929192135]]]}"
3830,Sección 3830 · Tlalpan,14,14,2,19.284813765938296,-99.19150870436275,1978,1601,1591,urbana,1.1631024134925574e-05,"{""type"": ""Polygon"", ""coordinates"": [[[-99.1935286473255, 19.2862147791195], [-99.1909908819075, 19.2865503048411], [-99.1884986456025, 19.2848841916557], [-99.1927641881129, 19.2831127351284], [-99.19435758038371, 19.2850236953134], [-99.1935286473255, 19.2862147791195]]]}"
3831,Sección 3831 · Tlalpan,14,14,2,19.283110477501562,-99.18909689398392,1414,1166,1158,urbana,4.665586588100668e-06,"{""type"": ""Polygon"", ""coordinates"": [[[-99.1894671460949, 19.2843801048441], [-99.1876526508975, 19.2830244847598], [-99.1893986741691, 19.2817678354658], [-99.1907436329367, 19.2836692721038], [-99.1894671460949, 19.2843801048441]]]}"
3832,Sección 3832 · Tlalpan,14,14,2,19.285070469526335,-99.18818974838818,1815,1597,1580,urbana,6.069140808370019e-06,"{""type"": ""Polygon"", ""coordinates"": [[[-99.1909908819075, 19.2865503048411], [-99.1881126497357, 19.2855693533177], [-99.1861321526767, 19.2855557105652], [-99.1876526508975, 19.2830244847598], [-99.1909908819075, 19.2865503048411]]]}"
3833,Sección 3833 · Tlalpan,14,14,2,19.28677878472294,-99.18707055429459,1651,1432,1415,urbana,6.8666235344455085e-06,"{""type"": ""Polygon"", ""coordinates"": [[[-99.1870630832836, 19.2882844433335], [-99.1848145409716, 19.2879704452819], [-99.1861321526767, 19.2855557105652], [-99.1902477812891, 19.2865975695567], [-99.1870630832836, 19.2882844433335]]]}"
3834,Sección 3834 · Tlalpan,14,14,2,19.285122207474235,-99.18529980795725,1127,1399,1380,urbana,8.803406351778042e-06,"{""type"": ""Polygon"", ""coordinates"": [[[-99.1831577213556, 19.2871676482336], [-99.1818512431105, 19.286573458683], [-99.1875877535741, 19.2816528235361], [-99.1852592446825, 19.2871603053925], [-99.1831577213556, 19.2871676482336]]]}"
3835,Sección 3835 · Tlalpan,14,14,2,19.287988658308347,-99.18417757772679,1587,1466,1447,urbana,8.556505496889843e-06,"{""type"": ""Polygon"", ""coordinates"": [[[-99.1861299993066, 19.2896679288003], [-99.1826194022714, 19.28790474342], [-99.18078195523542, 19.2876912237485], [-99.1840904637483, 19.2866746994744], [-99.1870630832836, 19.2882844433335], [-99.1861299993066, 19.2896679288003]]]}"
3836,Sección 3836 · Tlalpan,14,14,2,19.291130296321285,-99.18419506599875,1504,1108,1099,urbana,1.0795597492444148e-05,"{""type"": ""Polygon"", ""coordinates"": [[[-99.1857891815133, 19.2926916844673], [-99.1821080671543, 19.2927701663817], [-99.1843150406902, 19.2889791438737], [-99.1861299993066, 19.2896679288003], [-99.1857891815133, 19.2926916844673]]]}"
3837,Sección 3837 · Tlalpan,14,14,2,19.29204476472574,-99.18123741973584,568,508,504,urbana,2.7481692845280706e-06,"{""type"": ""Polygon"", ""coordinates"": [[[-99.1821080671543, 19.2927701663817], [-99.18092627637319, 19.2926782266601], [-99.1797301403382, 19.2926355740579], [-99.182064338784, 19.2909346576546], [-99.1821080671543, 19.2927701663817]]]}"
3838,Sección 3838 · Tlalpan,16,14,1,19.291512007877486,-99.17836680663693,1312,1158,1142,urbana,7.0167694905650205e-06,"{""type"": ""Polygon"", ""coordinates"": [[[-99.1782332842646, 19.2928728317591], [-99.1769451984942, 19.2909251383956], [-99.177843562317, 19.2893574592734], [-99.1802074225888, 19.2920100922029], [-99.1796130121617, 19.2934614762486], [-99.1782332842646, 19.2928728317591]]]}"
3839,Sección 3839 · Tlalpan,16,14,1,19.28946501276957,-99.1766798578164,1207,1113,1103,urbana,1.714762726090988e-05,"{""type"": ""Polygon"", ""coordinates"": [[[-99.17726855872338, 19.2924507450682], [-99.17376238795458, 19.2904011555522], [-99.1772773540179, 19.2867828666962], [-99.18027019613709, 19.2883178268788], [-99.1791654444706, 19.2899501472307], [-99.177843562317, 19.2893574592734], [-99.17726855872338, 19.2924507450682]]]}"
3840,Sección 3840 · Tlalpan,14,14,2,19.290333255611518,-99.18035729465443,1822,1545,1533,urbana,7.063423752851335e-06,"{""type"": ""Polygon"", ""coordinates"": [[[-99.1802074225888, 19.2920100922029], [-99.17850007249751, 19.2910130590719], [-99.18027019613709, 19.2883178268788], [-99.1825033955807, 19.2908246168076], [-99.1802074225888, 19.2920100922029]]]}"
3841,Sección 3841 · Tlalpan,14,14,2,19.289190368999357,-99.1823199385791,1374,1284,1273,urbana,6.688380632182464e-06,"{""type"": ""Polygon"", ""coordinates"": [[[-99.1825033955807, 19.2908246168076], [-99.181125144621, 19.2905354636], [-99.18078195523542, 19.2876912237485], [-99.18439100352941, 19.2888452015846], [-99.1825033955807, 19.2908246168076]]]}"
3842,Sección 3842 · Tlalpan,16,14,1,19.2856376814652,-99.17947981720285,1256,934,926,urbana,1.617352114009506e-05,"{""type"": ""Polygon"", ""coordinates"": [[[-99.18027019613709, 19.2883178268788], [-99.1772773540179, 19.2867828666962], [-99.1772895663062, 19.2837570681845], [-99.1822534416947, 19.2847961515353], [-99.18027019613709, 19.2883178268788]]]}"
3843,Sección 3843 · Tlalpan,16,14,1,19.28641056314218,-99.17435157623285,1455,1376,1359,urbana,1.93990940308912e-05,"{""type"": ""Polygon"", ""coordinates"": [[[-99.1743623842359, 19.2887067572951], [-99.1713517088786, 19.2873812655983], [-99.17218464568879, 19.2840126929235], [-99.17805858994042, 19.2857672343824], [-99.1743623842359, 19.2887067572951]]]}"
3844,Sección 3844 · Tlalpan,16,14,1,19.285433387126602,-99.17005175293211,1258,1030,1020,urbana,1.0590274593695896e-05,"{""type"": ""Polygon"", ""coordinates"": [[[-99.1713517088786, 19.2873812655983], [-99.16747756182751, 19.2860583944781], [-99.1681764303832, 19.2840885354679], [-99.17218464568879, 19.2840126929235], [-99.1713517088786, 19.2873812655983]]]}"
3845,Sección 3845 · Tlalpan,16,14,1,19.28324562757082,-99.16739967023373,1039,950,938,urbana,9.014832988680357e-06,"{""type"": ""Polygon"", ""coordinates"": [[[-99.16747756182751, 19.2860583944781], [-99.16584620641072, 19.2855606883378], [-99.1674147400477, 19.2795345058099], [-99.1686182416424, 19.2824802192192], [-99.16747756182751, 19.2860583944781]]]}"
3846,Sección 3846 · Tlalpan,16,14,1,19.28258461771344,-99.16590589006336,702,612,606,urbana,1.0367686865800623e-05,"{""type"": ""Polygon"", ""coordinates"": [[[-99.16584620641072, 19.2855606883378], [-99.1640311780754, 19.2850069250686], [-99.1673377663339, 19.2784259399695], [-99.16804358233578, 19.2794920130979], [-99.16584620641072, 19.2855606883378]]]}"
3847,Sección 3847 · Tlalpan,16,14,1,19.281964517792332,-99.16959247257617,962,861,856,urbana,1.0071461585090407e-05,"{""type"": ""Polygon"", ""coordinates"": [[[-99.1702069416304, 19.2846882599563], [-99.1681764303832, 19.2840885354679], [-99.1677597606747, 19.2794472806019], [-99.17366012449182, 19.2819736287381], [-99.17036676960129, 19.2816427877863], [-99.1702069416304, 19.2846882599563]]]}"
3848,Sección 3848 · Tlalpan,16,14,1,19.283037934465945,-99.17432203594223,1369,1133,1123,urbana,2.0157146351432103e-05,"{""type"": ""Polygon"", ""coordinates"": [[[-99.1769340643074, 19.2854292206667], [-99.16967068675189, 19.2833574109125], [-99.17036676960129, 19.2816427877863], [-99.1781998737051, 19.2810711454023], [-99.1769340643074, 19.2854292206667]]]}"
3849,Sección 3849 · Tlalpan,16,14,1,19.28247519330474,-99.17933760996948,1142,936,928,urbana,8.811614237866662e-06,"{""type"": ""Polygon"", ""coordinates"": [[[-99.18060812209139, 19.283723059362], [-99.1772895663062, 19.2837570681845], [-99.17829398259228, 19.2807931404128], [-99.18186810226841, 19.2823974241937], [-99.18060812209139, 19.283723059362]]]}"
3850,Sección 3850 · Tlalpan,16,14,1,19.28429653299506,-99.1825272247928,1292,922,915,urbana,9.462212645393642e-06,"{""type"": ""Polygon"", ""coordinates"": [[[-99.1810626403695, 19.2868172579662], [-99.1822534416947, 19.2847961515353], [-99.1806440820174, 19.2833763498069], [-99.1842916157673, 19.2816401218985], [-99.1830363668014, 19.2842189283662], [-99.1840207701982, 19.2854969974576], [-99.1810626403695, 19.2868172579662]]]}"
3851,Sección 3851 · Tlalpan,16,14,1,19.283681836279328,-99.18450538678083,883,678,671,urbana,4.077282307214519e-06,"{""type"": ""Polygon"", ""coordinates"": [[[-99.18593784446288, 19.284041952589], [-99.1840207701982, 19.2854969974576], [-99.18333654006281, 19.2850921587202], [-99.1842916157673, 19.2816401218985], [-99.18593784446288, 19.284041952589]]]}"
3852,Sección 3852 · Tlalpan,16,14,1,19.28160898011341,-99.18527044402121,875,703,698,urbana,4.280749319172204e-06,"{""type"": ""Polygon"", ""coordinates"": [[[-99.1853416593367, 19.2837043207471], [-99.1847842297163, 19.2817856193233], [-99.18323223046461, 19.2818989954064], [-99.18412275450699, 19.2805777571593], [-99.1872615354154, 19.2812858616137], [-99.1853416593367, 19.2837043207471]]]}"
3853,Sección 3853 · Tlalpan,16,14,1,19.28284559352162,-99.18622949630928,1065,625,619,urbana,2.7218053217756552e-06,"{""type"": ""Polygon"", ""coordinates"": [[[-99.18572313932461, 19.2839063843241], [-99.1848256066888, 19.2841661175945], [-99.1872615354154, 19.2812858616137], [-99.1875877535741, 19.2816528235361], [-99.18572313932461, 19.2839063843241]]]}"
3854,Sección 3854 · Tlalpan,14,14,2,19.280974708497897,-99.19017202583592,870,714,701,urbana,5.555410557538985e-06,"{""type"": ""Polygon"", ""coordinates"": [[[-99.19323199700031, 19.2804828326531], [-99.18803706165208, 19.2822748191631], [-99.1872615354154, 19.2812858616137], [-99.19288911813038, 19.2796300280524], [-99.19323199700031, 19.2804828326531]]]}"
3855,Sección 3855 · Tlalpan,14,14,2,19.278614016336174,-99.1973758821674,2249,1863,1853,urbana,8.634738633391549e-06,"{""type"": ""Polygon"", ""coordinates"": [[[-99.200429660167, 19.2781869655844], [-99.19323199700031, 19.2804828326531], [-99.19288911813038, 19.2796300280524], [-99.20146687226422, 19.2770425315247], [-99.2019031890542, 19.2780648655213], [-99.200429660167, 19.2781869655844]]]}"
3856,Sección 3856 · Tlalpan,14,14,2,19.28082998209445,-99.19710017059303,2449,2529,2504,urbana,1.6863571301530563e-05,"{""type"": ""Polygon"", ""coordinates"": [[[-99.2005104308928, 19.2804018170749], [-99.19761294738122, 19.2813317264834], [-99.1952838987196, 19.2842905727713], [-99.1944493380136, 19.2800747357109], [-99.1997730875584, 19.2782605374532], [-99.2005104308928, 19.2804018170749]]]}"
3857,Sección 3857 · Tlalpan,14,14,2,19.27997689414599,-99.20107134429131,2396,2228,2203,urbana,1.1196525979415139e-05,"{""type"": ""Polygon"", ""coordinates"": [[[-99.2009221354808, 19.2818795359117], [-99.1986601265971, 19.2827802124065], [-99.19832282173581, 19.2810098541143], [-99.2005104308928, 19.2804018170749], [-99.1997730875584, 19.2782605374532], [-99.20402073461771, 19.2778586283531], [-99.2009221354808, 19.2818795359117]]]}"
3858,Sección 3858 · Tlalpan,14,14,2,19.28234064996164,-99.20248639840378,2270,2307,2286,urbana,1.3944164984389922e-05,"{""type"": ""Polygon"", ""coordinates"": [[[-99.2057589515882, 19.2825970205331], [-99.1996936208878, 19.2845499844462], [-99.2002258962825, 19.2831777541431], [-99.19912799790798, 19.2832391928564], [-99.20269666150429, 19.2804689116537], [-99.2050806955922, 19.2806724541476], [-99.2057589515882, 19.2825970205331]]]}"
3859,Sección 3859 · Tlalpan,14,14,2,19.28281828664815,-99.2061122568768,1817,1707,1696,urbana,1.2889739227552504e-05,"{""type"": ""Polygon"", ""coordinates"": [[[-99.2083385411531, 19.2839603141658], [-99.2043204397026, 19.2851837553526], [-99.2036906444602, 19.2832063608652], [-99.2057589515882, 19.2825970205331], [-99.20503907031892, 19.2805543399466], [-99.2069697898631, 19.2799933314219], [-99.2083385411531, 19.2839603141658]]]}"
3860,Sección 3860 · Tlalpan,14,14,2,19.281878530650253,-99.20897754782068,1877,1888,1877,urbana,1.016119722593773e-05,"{""type"": ""Polygon"", ""coordinates"": [[[-99.2110164837448, 19.2831305010534], [-99.2083385411531, 19.2839603141658], [-99.2069697898631, 19.2799933314219], [-99.21079364223169, 19.2815625866018], [-99.2110164837448, 19.2831305010534]]]}"
3861,Sección 3861 · Tlalpan,14,14,2,19.27943848086648,-99.20489228548642,2459,2263,2231,urbana,1.1494516018216203e-05,"{""type"": ""Polygon"", ""coordinates"": [[[-99.2083074643661, 19.2797072983647], [-99.2029318502464, 19.2812471229459], [-99.20220678913068, 19.2789264103372], [-99.20618161310742, 19.2776878180216], [-99.2083074643661, 19.2797072983647]]]}"
3862,Sección 3862 · Tlalpan,14,14,2,19.27856650843338,-99.2084158465869,2068,1690,1665,urbana,1.1923915244695639e-05,"{""type"": ""Polygon"", ""coordinates"": [[[-99.2111317428025, 19.2818771071163], [-99.2065986748398, 19.279014173573], [-99.20577834339788, 19.2763355588978], [-99.2082860848383, 19.2757729429545], [-99.2079025083029, 19.2776711053355], [-99.2115033870297, 19.2807171521116], [-99.2111317428025, 19.2818771071163]]]}"
3863,Sección 3863 · Tlalpan,14,14,2,19.278267289332394,-99.2110554836922,2251,1975,1958,urbana,1.2475398450095055e-05,"{""type"": ""Polygon"", ""coordinates"": [[[-99.2079025083029, 19.2776711053355], [-99.2123649857436, 19.2761300370776], [-99.2135495880653, 19.278523130964], [-99.2115033870297, 19.2807171521116], [-99.2079025083029, 19.2776711053355]]]}"
3864,Sección 3864 · Tlalpan,14,14,2,19.275872171106016,-99.21454109527545,1911,1607,1593,urbana,1.4680707989268906e-05,"{""type"": ""Polygon"", ""coordinates"": [[[-99.2157465423725, 19.2784028387954], [-99.2135495880653, 19.278523130964], [-99.2118238961141, 19.2751198236036], [-99.2172345863958, 19.2738744562793], [-99.2149018334188, 19.2766325419552], [-99.2157465423725, 19.2784028387954]]]}"
3865,Sección 3865 · Tlalpan,14,14,2,19.27812017720074,-99.2174091936938,1932,1705,1685,urbana,1.5782977313020194e-05,"{""type"": ""Polygon"", ""coordinates"": [[[-99.218961319844, 19.2795575691229], [-99.2146018491182, 19.2798675657034], [-99.2157465423725, 19.2784028387954], [-99.2149018334188, 19.2766325419552], [-99.2180999821427, 19.2759272202592], [-99.2200008300688, 19.2775248186686], [-99.2202083471635, 19.2795496052487], [-99.218961319844, 19.2795575691229]]]}"
3866,Sección 3866 · Tlalpan,14,14,2,19.27909319556787,-99.22151485640795,1884,1788,1769,urbana,1.3802479649034632e-05,"{""type"": ""Polygon"", ""coordinates"": [[[-99.2234686393718, 19.2809362192231], [-99.220313272668, 19.2808635255916], [-99.21980214447142, 19.2822986737998], [-99.2211380165866, 19.2766155259696], [-99.2231323277058, 19.2769750327007], [-99.2234686393718, 19.2809362192231]]]}"
