id_seccion,nombre,distrito,distrito_federal,circunscripcion,lat,lon,poblacion,padron_electoral,lista_nominal,tipo_zona,area,geometry_geojson
3867,Sección 3867 · Tlalpan,14,14,5,19.279117260459728,-99.22475844090755,2179,2020,2000,urbana,1.1224872180596806e-05,"{""type"": ""Polygon"", ""coordinates"": [[[-99.22603841642139, 19.2818361656613], [-99.2234488364093, 19.2807029818282], [-99.2231323277058, 19.2769750327007], [-99.2269140890428, 19.2774242872725], [-99.22570052759609, 19.2783645477799], [-99.22603841642139, 19.2818361656613]]]}"
3868,Sección 3868 · Tlalpan,14,14,5,19.280828192495797,-99.22769422671676,1753,1497,1477,urbana,5.747118848010633e-06,"{""type"": ""Polygon"", ""coordinates"": [[[-99.2293218104471, 19.2815695221992], [-99.22603841642139, 19.2818361656613], [-99.2259035872829, 19.2803807028898], [-99.2292425832247, 19.2796979197645], [-99.2293218104471, 19.2815695221992]]]}"
3869,Sección 3869 · Tlalpan,14,14,5,19.27838896194821,-99.22768427058948,1795,1598,1584,urbana,9.757321969512068e-06,"{""type"": ""Polygon"", ""coordinates"": [[[-99.2292425832247, 19.2796979197645], [-99.2259035872829, 19.2803807028898], [-99.22570052759609, 19.2783645477799], [-99.2289372676671, 19.2756377457775], [-99.2292425832247, 19.2796979197645]]]}"
3870,Sección 3870 · Tlalpan,14,14,5,19.27977631180201,-99.23106390990763,1954,1884,1871,urbana,1.2841787088700378e-05,"{""type"": ""Polygon"", ""coordinates"": [[[-99.2343979909212, 19.2811746445799], [-99.2293218104471, 19.2815695221992], [-99.22905414795092, 19.2771920787815], [-99.2309259688579, 19.2770741880032], [-99.2311758463464, 19.2799913458644], [-99.2342798264424, 19.279776999651], [-99.2343979909212, 19.2811746445799]]]}"
3871,Sección 3871 · Tlalpan,14,14,5,19.27747839038673,-99.23287941359862,1993,1757,1742,urbana,1.2927929593323243e-05,"{""type"": ""Polygon"", ""coordinates"": [[[-99.2342798264424, 19.279776999651], [-99.2311758463464, 19.2799913458644], [-99.2310442025261, 19.2784545048389], [-99.2319872749808, 19.2748349999734], [-99.23409422734721, 19.274324085071], [-99.2342798264424, 19.279776999651]]]}"
3872,Sección 3872 · Tlalpan,14,14,5,19.278320566687498,-99.23674526254152,2115,1915,1898,urbana,1.5208566033016605e-05,"{""type"": ""Polygon"", ""coordinates"": [[[-99.23895383143241, 19.2807180026295], [-99.2342798264424, 19.279776999651], [-99.23404425324868, 19.276993637857], [-99.2388673687922, 19.2763882111862], [-99.23895383143241, 19.2807180026295]]]}"
3873,Sección 3873 · Tlalpan,14,14,5,19.279392653138643,-99.24095686787595,2248,1926,1900,urbana,1.1054116916561173e-05,"{""type"": ""Polygon"", ""coordinates"": [[[-99.2433437057427, 19.2805289382769], [-99.23895383143241, 19.2807180026295], [-99.23868763932322, 19.2778727215374], [-99.2427196189376, 19.2779051066755], [-99.2433437057427, 19.2805289382769]]]}"
3874,Sección 3874 · Tlalpan,14,14,5,19.277638712825784,-99.24335024291123,2796,2230,2200,urbana,1.2948913444867587e-05,"{""type"": ""Polygon"", ""coordinates"": [[[-99.24447587769852, 19.2799281562702], [-99.2433437057427, 19.2805289382769], [-99.2407906968703, 19.2762263313038], [-99.2426633714785, 19.2752574417576], [-99.2452075484342, 19.276512206204], [-99.24447587769852, 19.2799281562702]]]}"
3875,Sección 3875 · Tlalpan,14,14,5,19.27406765127714,-99.24218065107343,3058,2411,2385,urbana,1.3019669695440435e-05,"{""type"": ""Polygon"", ""coordinates"": [[[-99.2435240964508, 19.2756246080376], [-99.2407906968703, 19.2762263313038], [-99.2394539369991, 19.273368963504], [-99.2434340154221, 19.2716921989086], [-99.2446338262539, 19.2729351982723], [-99.2435240964508, 19.2756246080376]]]}"
3876,Sección 3876 · Tlalpan,14,14,5,19.27571780884891,-99.23931670475211,2566,2276,2263,urbana,1.0213571080593322e-05,"{""type"": ""Polygon"", ""coordinates"": [[[-99.2412044980523, 19.2781950796721], [-99.239260657704, 19.2777891884883], [-99.2370350737389, 19.2737368004755], [-99.2394540429518, 19.273441900368], [-99.2412044980523, 19.2781950796721]]]}"
3877,Sección 3877 · Tlalpan,14,14,5,19.27539536260356,-99.23594038469528,2089,1781,1768,urbana,1.1420268500941535e-05,"{""type"": ""Polygon"", ""coordinates"": [[[-99.2388673687922, 19.2763882111862], [-99.23404425324868, 19.276993637857], [-99.2340419423735, 19.2736898114068], [-99.2370350737389, 19.2737368004755], [-99.2388673687922, 19.2763882111862]]]}"
3878,Sección 3878 · Tlalpan,14,14,5,19.275413061754787,-99.23037406450477,2452,2031,2014,urbana,1.1614563825554275e-05,"{""type"": ""Polygon"", ""coordinates"": [[[-99.231680653221, 19.2784736205386], [-99.22905414795092, 19.2771920787815], [-99.22889622290649, 19.2729162659372], [-99.2310504382189, 19.2727196997177], [-99.231680653221, 19.2784736205386]]]}"
3879,Sección 3879 · Tlalpan,14,14,3,19.274509774158986,-99.22700383487339,1941,1634,1615,urbana,8.26397969079146e-06,"{""type"": ""Polygon"", ""coordinates"": [[[-99.2289372676671, 19.2756377457775], [-99.22673669434519, 19.27570721271], [-99.2241753389949, 19.274235132653], [-99.2246992124887, 19.2731725320455], [-99.22735957333, 19.2744326264009], [-99.2288948297265, 19.2728073149069], [-99.2289372676671, 19.2756377457775]]]}"
3880,Sección 3880 · Tlalpan,14,14,5,19.275851524787562,-99.2249408424696,2067,1826,1810,urbana,1.1863318453658991e-05,"{""type"": ""Polygon"", ""coordinates"": [[[-99.22816333682358, 19.2768254375869], [-99.2231323277058, 19.2769750327007], [-99.22236167249602, 19.2733583783912], [-99.22813072910401, 19.2758248174456], [-99.22816333682358, 19.2768254375869]]]}"
3881,Sección 3881 · Tlalpan,14,14,2,19.275344333029675,-99.22096248995149,1981,1778,1766,urbana,1.3401296747520388e-05,"{""type"": ""Polygon"", ""coordinates"": [[[-99.2200263503058, 19.2777866700371], [-99.2181756784294, 19.2759908411483], [-99.2204533300782, 19.2727094677294], [-99.22236167249602, 19.2733583783912], [-99.2231323277058, 19.2769750327007], [-99.2200263503058, 19.2777866700371]]]}"
3882,Sección 3882 · Tlalpan,14,14,2,19.274298753427797,-99.21838766941109,1799,1505,1497,urbana,9.911282264731205e-06,"{""type"": ""Polygon"", ""coordinates"": [[[-99.2173386349011, 19.276543952684], [-99.2159757693439, 19.2756918535357], [-99.21793184581969, 19.2726045236037], [-99.2204533300782, 19.2727094677294], [-99.2173386349011, 19.276543952684]]]}"
3883,Sección 3883 · Tlalpan,14,14,2,19.272291062783616,-99.21672422901837,1977,1653,1640,urbana,1.123352846455089e-05,"{""type"": ""Polygon"", ""coordinates"": [[[-99.2152616645282, 19.2743379616206], [-99.2135815341918, 19.2740459998743], [-99.2144059441917, 19.2723137002479], [-99.2192265355272, 19.2701012381897], [-99.2200049288455, 19.2712325624921], [-99.2152616645282, 19.2743379616206]]]}"
3884,Sección 3884 · Tlalpan,14,14,2,19.274847900218788,-99.21177825277381,1962,1567,1549,urbana,1.2050773956124492e-05,"{""type"": ""Polygon"", ""coordinates"": [[[-99.2099215817349, 19.2778839314031], [-99.2089254054326, 19.2765800026399], [-99.2135463816985, 19.2715765899504], [-99.2147536434218, 19.2726430702577], [-99.2118238961141, 19.2751198236036], [-99.2128118982611, 19.276424530626], [-99.2099215817349, 19.2778839314031]]]}"
3885,Sección 3885 · Tlalpan,14,14,2,19.27342053537517,-99.20983907926207,3242,2738,2717,urbana,1.8840408565131182e-05,"{""type"": ""Polygon"", ""coordinates"": [[[-99.2089254054326, 19.2765800026399], [-99.2052336809683, 19.2744837962309], [-99.21026800729001, 19.2729101212657], [-99.2097188349971, 19.271088016577], [-99.2119157300514, 19.2700254552578], [-99.2135463816985, 19.2715765899504], [-99.2089254054326, 19.2765800026399]]]}"
3886,Sección 3886 · Tlalpan,14,14,2,19.275679101802993,-99.20746898557654,0,158,157,urbana,6.411633675415113e-07,"{""type"": ""Polygon"", ""coordinates"": [[[-99.2082860848383, 19.2757729429545], [-99.20696246471418, 19.2760441317988], [-99.2066559278668, 19.2751364762354], [-99.2068309206597, 19.275536337874], [-99.2082860848383, 19.2757729429545]]]}"
3887,Sección 3887 · Tlalpan,14,14,2,19.275698452496695,-99.20629416174373,358,347,343,urbana,9.964132452399542e-07,"{""type"": ""Polygon"", ""coordinates"": [[[-99.20696246471418, 19.2760441317988], [-99.2059315360734, 19.2762611365889], [-99.2056288722521, 19.2753560824852], [-99.2066559278668, 19.2751364762354], [-99.20696246471418, 19.2760441317988]]]}"
3888,Sección 3888 · Tlalpan,14,14,2,19.277208458215497,-99.20394970465878,1486,1234,1230,urbana,5.693655167298684e-06,"{""type"": ""Polygon"", ""coordinates"": [[[-99.20618161310742, 19.2776878180216], [-99.2019031890542, 19.2780648655213], [-99.20146687226422, 19.2770425315247], [-99.2056288722521, 19.2753560824852], [-99.20618161310742, 19.2776878180216]]]}"
3889,Sección 3889 · Tlalpan,14,14,1,19.2722009458732,-99.19501934263259,5779,4403,4351,urbana,0.0001785514961302294,"{""type"": ""Polygon"", ""coordinates"": [[[-99.1917969090976, 19.2799823418698], [-99.19069954533668, 19.2772154931273], [-99.18720886815228, 19.277084935462], [-99.1871494436548, 19.2759519220039], [-99.1879840848745, 19.2743675721333], [-99.1930908286353, 19.2735349791085], [-99.19323207542888, 19.2721002275087], [-99.1894707295871, 19.2716302327618], [-99.19055706286102, 19.2697667777977], [-99.18243350875359, 19.2689162891478], [-99.1821997096246, 19.2667218630501], [-99.183922789601, 19.2669845241898], [-99.18524651761331, 19.2651048276917], [-99.1924716836919, 19.2659123335056], [-99.1937762018098, 19.2688629848331], [-99.1975487583893, 19.266630060274], [-99.2055574649976, 19.2725316046347], [-99.2056893424265, 19.2763462191212], [-99.1917969090976, 19.2799823418698]]]}"
3890,Sección 3890 · Tlalpan,14,14,1,19.279027840362605,-99.18924264332816,1087,908,896,urbana,1.2091108248448594e-05,"{""type"": ""Polygon"", ""coordinates"": [[[-99.1872615354154, 19.2812858616137], [-99.18865912620959, 19.2800364598862], [-99.186237849335, 19.2778474728375], [-99.19069954533668, 19.2772154931273], [-99.1917969090976, 19.2799823418698], [-99.1872615354154, 19.2812858616137]]]}"
3891,Sección 3891 · Tlalpan,14,14,1,19.279411020001174,-99.18440556528175,2298,1762,1743,urbana,1.7739894435308266e-05,"{""type"": ""Polygon"", ""coordinates"": [[[-99.18716245937262, 19.2811490896226], [-99.18096577432689, 19.2805084382875], [-99.1813413676907, 19.2774852419211], [-99.18615075697352, 19.2777789384997], [-99.18865912620959, 19.2800364598862], [-99.18716245937262, 19.2811490896226]]]}"
3892,Sección 3892 · Tlalpan,16,14,1,19.28056266804925,-99.18107067680091,1570,1387,1373,urbana,1.2136956804030654e-05,"{""type"": ""Polygon"", ""coordinates"": [[[-99.1825857993606, 19.2826074594047], [-99.17829398259228, 19.2807931404128], [-99.1791869850849, 19.2782179804665], [-99.1815559773848, 19.2786388976623], [-99.18096577432689, 19.2805084382875], [-99.18412275450699, 19.2805777571593], [-99.18363358903278, 19.2829416080807], [-99.1825857993606, 19.2826074594047]]]}"
3893,Sección 3893 · Tlalpan,16,14,1,19.279100034245232,-99.175298856187,1265,995,983,urbana,2.682258709256714e-05,"{""type"": ""Polygon"", ""coordinates"": [[[-99.1759242415442, 19.282170133651], [-99.1711728555817, 19.2809233453121], [-99.1722402106155, 19.2789288681897], [-99.1744059803866, 19.2787471649923], [-99.1733014277046, 19.2777907297482], [-99.1742439128984, 19.275734624768], [-99.1768348627846, 19.276938943766], [-99.1771554092403, 19.2747141255907], [-99.17851570525872, 19.2780828182023], [-99.176634182435, 19.28010374138], [-99.1783643889158, 19.2805903945332], [-99.1759242415442, 19.282170133651]]]}"
3894,Sección 3894 · Tlalpan,16,14,1,19.27851062542964,-99.17225359169684,797,511,506,urbana,1.514276356594448e-06,"{""type"": ""Polygon"", ""coordinates"": [[[-99.1719491197162, 19.2783945087477], [-99.17224375766608, 19.2777233381889], [-99.17315723019321, 19.2784609294245], [-99.17132559058601, 19.2792788683858], [-99.1719491197162, 19.2783945087477]]]}"
3895,Sección 3895 · Tlalpan,16,14,1,19.280433589801568,-99.17112449102498,137,114,113,urbana,6.374281952116747e-07,"{""type"": ""Polygon"", ""coordinates"": [[[-99.1711728555817, 19.2809233453121], [-99.1704736907371, 19.2806236419737], [-99.17099782514349, 19.2799498608148], [-99.1718036951503, 19.2803066565898], [-99.1711728555817, 19.2809233453121]]]}"
3896,Sección 3896 · Tlalpan,16,14,1,19.2796775020367,-99.1717268861328,262,190,190,urbana,9.715718854875273e-07,"{""type"": ""Polygon"", ""coordinates"": [[[-99.1718036951503, 19.2803066565898], [-99.17099782514349, 19.2799498608148], [-99.1722377964779, 19.279070932612], [-99.172238064936, 19.2798392554135], [-99.1718036951503, 19.2803066565898]]]}"
3897,Sección 3897 · Tlalpan,16,14,1,19.2797349061632,-99.17080377822886,316,253,251,urbana,8.368535122020923e-07,"{""type"": ""Polygon"", ""coordinates"": [[[-99.1704736907371, 19.2806236419737], [-99.1698193581909, 19.2803359664537], [-99.1713030880033, 19.2787238013968], [-99.1712483021799, 19.2795765183893], [-99.1704736907371, 19.2806236419737]]]}"
3898,Sección 3898 · Tlalpan,16,14,1,19.278994150727158,-99.16961264944196,990,767,753,urbana,5.984483135770663e-06,"{""type"": ""Polygon"", ""coordinates"": [[[-99.16861475159699, 19.2797985910176], [-99.16813068933068, 19.2777416821072], [-99.1719491197162, 19.2783945087477], [-99.17044167729091, 19.28043845756], [-99.16861475159699, 19.2797985910176]]]}"
3899,Sección 3899 · Tlalpan,16,5,1,19.276382556312562,-99.16894734988088,1667,1428,1412,urbana,1.1699759747826494e-05,"{""type"": ""Polygon"", ""coordinates"": [[[-99.168799062547, 19.2784592949196], [-99.1676100456822, 19.279023609408], [-99.167173033071, 19.2770738209561], [-99.16883830762102, 19.2740946680698], [-99.1715145553444, 19.2752613471541], [-99.168799062547, 19.2784592949196]]]}"
3900,Sección 3900 · Tlalpan,16,14,1,19.27791876555306,-99.17115881000025,292,268,265,urbana,9.625016817778936e-07,"{""type"": ""Polygon"", ""coordinates"": [[[-99.17146534675929, 19.2783125792093], [-99.1702588659142, 19.2779367129787], [-99.1704291982514, 19.2774063451658], [-99.17205474537631, 19.2779299636976], [-99.17146534675929, 19.2783125792093]]]}"
3901,Sección 3901 · Tlalpan,16,14,1,19.278417234738416,-99.17360342759171,709,531,525,urbana,1.5857846426624845e-06,"{""type"": ""Polygon"", ""coordinates"": [[[-99.17308812400549, 19.2780303511256], [-99.17412537619862, 19.2776482537012], [-99.1744059803866, 19.2787471649923], [-99.172498015679, 19.2789587058637], [-99.17308812400549, 19.2780303511256]]]}"
3902,Sección 3902 · Tlalpan,16,14,1,19.27746345976198,-99.17206013883224,489,426,421,urbana,1.6977500405344663e-06,"{""type"": ""Polygon"", ""coordinates"": [[[-99.1732059841209, 19.27801714306], [-99.17205474537631, 19.2779299636976], [-99.1704291982514, 19.2774063451658], [-99.1716724225062, 19.2768938847782], [-99.1732059841209, 19.27801714306]]]}"
3903,Sección 3903 · Tlalpan,16,5,1,19.275252630803163,-99.17334577634587,1261,1125,1113,urbana,4.6546773540635e-06,"{""type"": ""Polygon"", ""coordinates"": [[[-99.1738636704882, 19.2767666327374], [-99.1717567802929, 19.2760272955373], [-99.1738366429299, 19.2728976095242], [-99.1745738427336, 19.2748937167399], [-99.1738636704882, 19.2767666327374]]]}"
3904,Sección 3904 · Tlalpan,16,14,1,19.27527422454386,-99.17588544320184,1863,1590,1581,urbana,6.711084102530157e-06,"{""type"": ""Polygon"", ""coordinates"": [[[-99.1768348627846, 19.276938943766], [-99.1743649959332, 19.2762342106864], [-99.1753814157347, 19.2734213188442], [-99.1771554092403, 19.2747141255907], [-99.1768348627846, 19.276938943766]]]}"
3905,Sección 3905 · Tlalpan,16,14,1,19.277503540663314,-99.17930384325462,1441,1199,1185,urbana,1.2925141732507792e-05,"{""type"": ""Polygon"", ""coordinates"": [[[-99.1811833813998, 19.2785726978788], [-99.1791869850849, 19.2782179804665], [-99.1785844015728, 19.2805588368597], [-99.176634182435, 19.28010374138], [-99.1783898439018, 19.2787038831229], [-99.1781016088949, 19.27542767059], [-99.18130350944548, 19.2753966989704], [-99.1811833813998, 19.2785726978788]]]}"
3906,Sección 3906 · Tlalpan,14,14,1,19.276436178593503,-99.1840197501727,4613,3667,3633,urbana,1.4338106724075772e-05,"{""type"": ""Polygon"", ""coordinates"": [[[-99.1860774884802, 19.2778626198211], [-99.1813413676907, 19.2774852419211], [-99.18133004860161, 19.2748768848494], [-99.182547158428, 19.2757905257322], [-99.1842184086516, 19.2742839516755], [-99.1871494436548, 19.2759519220039], [-99.1860774884802, 19.2778626198211]]]}"
3907,Sección 3907 · Tlalpan,14,14,1,19.277703724027482,-99.18787052655927,867,560,549,urbana,2.788687816003021e-06,"{""type"": ""Polygon"", ""coordinates"": [[[-99.1876643443575, 19.278433750446], [-99.18615075697352, 19.2777789384997], [-99.18704420826188, 19.2769441929169], [-99.18945998008319, 19.2780509597654], [-99.1876643443575, 19.278433750446]]]}"
3908,Sección 3908 · Tlalpan,14,14,1,19.274093006473795,-99.18518373683534,4006,3042,3000,urbana,1.5253923073460265e-05,"{""type"": ""Polygon"", ""coordinates"": [[[-99.1871494436548, 19.2759519220039], [-99.184062606294, 19.2742639362077], [-99.1822538312671, 19.2758048496132], [-99.18175240140852, 19.2732748423499], [-99.18882869009441, 19.2729702560531], [-99.1871494436548, 19.2759519220039]]]}"
3909,Sección 3909 · Tlalpan,16,14,1,19.274172564426888,-99.1801971030225,1362,1192,1185,urbana,6.2905576273773406e-06,"{""type"": ""Polygon"", ""coordinates"": [[[-99.18130350944548, 19.2753966989704], [-99.1781016088949, 19.27542767059], [-99.1804848938039, 19.2736705618036], [-99.18068095511208, 19.2712989472739], [-99.18130350944548, 19.2753966989704]]]}"
3910,Sección 3910 · Tlalpan,16,5,1,19.27331825811473,-99.17164028413066,1673,1515,1494,urbana,8.283072495952057e-06,"{""type"": ""Polygon"", ""coordinates"": [[[-99.17219120362378, 19.2756097078138], [-99.17154581254978, 19.2735416184204], [-99.16926369915082, 19.272904287198], [-99.1697572996428, 19.2716804904112], [-99.1738366429299, 19.2728976095242], [-99.17219120362378, 19.2756097078138]]]}"
3911,Sección 3911 · Tlalpan,16,5,4,19.27172185083756,-99.17066663017553,1994,1674,1654,urbana,1.6192497415702757e-05,"{""type"": ""Polygon"", ""coordinates"": [[[-99.17110514208451, 19.2750167220567], [-99.16883830762102, 19.2740946680698], [-99.16757325342532, 19.2753014264929], [-99.1707371360636, 19.2680599850454], [-99.1739580024681, 19.2711529061255], [-99.1693532214261, 19.2719975088796], [-99.17154581254978, 19.2735416184204], [-99.17110514208451, 19.2750167220567]]]}"
3912,Sección 3912 · Tlalpan,16,5,1,19.27314177662386,-99.17426057023081,1371,1127,1120,urbana,5.5895322425945674e-06,"{""type"": ""Polygon"", ""coordinates"": [[[-99.1745738427336, 19.2748937167399], [-99.1733860700878, 19.2745110002889], [-99.17432927550482, 19.273049847059], [-99.17203008846842, 19.2717163407718], [-99.1757094036317, 19.2723104565944], [-99.1745738427336, 19.2748937167399]]]}"
3913,Sección 3913 · Tlalpan,16,5,1,19.271566709317508,-99.17615348144147,1623,1339,1326,urbana,1.0698808253148366e-05,"{""type"": ""Polygon"", ""coordinates"": [[[-99.1761674813041, 19.2736768359313], [-99.1737238487063, 19.2722564879761], [-99.1738098252998, 19.2701055538856], [-99.1790582084004, 19.2709962853138], [-99.1761674813041, 19.2736768359313]]]}"
3914,Sección 3914 · Tlalpan,16,14,1,19.272606987566945,-99.17863934442921,1455,1367,1351,urbana,4.5545466624560665e-06,"{""type"": ""Polygon"", ""coordinates"": [[[-99.17974087852089, 19.2735925421222], [-99.1766959341117, 19.2734271451359], [-99.176724377133, 19.2724631104824], [-99.179950533082, 19.2711498595983], [-99.17974087852089, 19.2735925421222]]]}"
3915,Sección 3915 · Tlalpan,16,14,1,19.271214413362422,-99.18131087656377,1777,1535,1522,urbana,7.049650102460572e-06,"{""type"": ""Polygon"", ""coordinates"": [[[-99.1818186934782, 19.2730154483191], [-99.18068095511208, 19.2712989472739], [-99.17974087852089, 19.2735925421222], [-99.1814837770691, 19.2688329140788], [-99.18283500722168, 19.2689457192753], [-99.1818186934782, 19.2730154483191]]]}"
3916,Sección 3916 · Tlalpan,14,14,1,19.270831971931095,-99.18360756815974,2221,1895,1870,urbana,8.914862213614546e-06,"{""type"": ""Polygon"", ""coordinates"": [[[-99.1818186934782, 19.2730154483191], [-99.18283500722168, 19.2689457192753], [-99.1856333966454, 19.2692086962673], [-99.18259466466918, 19.272799496253], [-99.1836303264504, 19.2721771469775], [-99.18455188716038, 19.2723272273805], [-99.1818186934782, 19.2730154483191]]]}"
3917,Sección 3917 · Tlalpan,14,14,1,19.271999591980215,-99.18498763182204,1433,1158,1149,urbana,6.088929088979146e-06,"{""type"": ""Polygon"", ""coordinates"": [[[-99.186831877465, 19.2732239614817], [-99.18259466466918, 19.272799496253], [-99.1827207936601, 19.2715307582142], [-99.1862396438605, 19.2707060785105], [-99.186831877465, 19.2732239614817]]]}"
3918,Sección 3918 · Tlalpan,14,14,1,19.270727965636077,-99.18764646533654,1915,1828,1802,urbana,1.0349480909141425e-05,"{""type"": ""Polygon"", ""coordinates"": [[[-99.1879902794728, 19.272793486584], [-99.19055706286102, 19.2697667777977], [-99.1856333966454, 19.2692086962673], [-99.18600071297648, 19.2720153941349], [-99.1879902794728, 19.272793486584]]]}"
3919,Sección 3919 · Tlalpan,14,14,1,19.273083986071644,-99.18982041824881,2337,1765,1755,urbana,8.991864156395002e-06,"{""type"": ""Polygon"", ""coordinates"": [[[-99.1891240799033, 19.2747784144687], [-99.1879902794728, 19.272793486584], [-99.1899080531359, 19.2703182259325], [-99.1894707295871, 19.2716302327618], [-99.19234318243319, 19.2737526237234], [-99.1891240799033, 19.2747784144687]]]}"
3920,Sección 3920 · Tlalpan,14,14,1,19.273009158308483,-99.1922897533603,967,785,776,urbana,2.7490433070150902e-06,"{""type"": ""Polygon"", ""coordinates"": [[[-99.1931456526402, 19.2734827411553], [-99.191713221886, 19.2738213492288], [-99.19122879629661, 19.2726667531547], [-99.19323207542888, 19.2721002275087], [-99.1931456526402, 19.2734827411553]]]}"
3921,Sección 3921 · Tlalpan,14,14,2,19.269871847356757,-99.2090298027286,5604,4909,4862,urbana,5.599470698277515e-05,"{""type"": ""Polygon"", ""coordinates"": [[[-99.2144059441917, 19.2723137002479], [-99.2119157300514, 19.2700254552578], [-99.2097188349971, 19.271088016577], [-99.21026800729001, 19.2729101212657], [-99.20592431530471, 19.2742571898541], [-99.2035153998448, 19.2717182862706], [-99.20356843047232, 19.2700166984738], [-99.2056419963651, 19.2697831017841], [-99.20479522781231, 19.2656611601126], [-99.21708194517939, 19.268800043656], [-99.2144059441917, 19.2723137002479]]]}"
3922,Sección 3922 · Tlalpan,14,14,2,19.271758291460774,-99.22121996182496,1788,1539,1519,urbana,8.271409743916057e-06,"{""type"": ""Polygon"", ""coordinates"": [[[-99.22236167249602, 19.2733583783912], [-99.21968913464009, 19.2724772957028], [-99.21776284446831, 19.2725828438047], [-99.2221998080446, 19.269653462721], [-99.22236167249602, 19.2733583783912]]]}"
3923,Sección 3923 · Tlalpan,14,14,3,19.271946357795308,-99.22401646682235,2168,1809,1787,urbana,8.334482771843991e-06,"{""type"": ""Polygon"", ""coordinates"": [[[-99.2241753389949, 19.274235132653], [-99.22243288234219, 19.2733753390176], [-99.22382853969431, 19.269613394998], [-99.2258074513055, 19.2710711364575], [-99.2241753389949, 19.274235132653]]]}"
3924,Sección 3924 · Tlalpan,14,14,3,19.272642373162263,-99.2268363164824,2464,2078,2060,urbana,8.348523798794786e-06,"{""type"": ""Polygon"", ""coordinates"": [[[-99.22735957333, 19.2744326264009], [-99.2246992124887, 19.2731725320455], [-99.2258074513055, 19.2710711364575], [-99.2288787838008, 19.271552557286], [-99.22735957333, 19.2744326264009]]]}"
3925,Sección 3925 · Tlalpan,14,14,5,19.27050622559381,-99.22994795539272,2498,2119,2091,urbana,1.1369415496840171e-05,"{""type"": ""Polygon"", ""coordinates"": [[[-99.23161735652421, 19.2725528546964], [-99.22889622290649, 19.2729162659372], [-99.2288760428477, 19.2669442357187], [-99.230714447813, 19.2686283635902], [-99.23161735652421, 19.2725528546964]]]}"
3926,Sección 3926 · Tlalpan,14,14,5,19.27334665781382,-99.23279965577692,2528,2049,2037,urbana,1.004147556327839e-05,"{""type"": ""Polygon"", ""coordinates"": [[[-99.23409422734721, 19.274324085071], [-99.23076194612482, 19.2751269812055], [-99.2313866224393, 19.2714647600168], [-99.2356852445368, 19.2727222430629], [-99.23409422734721, 19.274324085071]]]}"
3927,Sección 3927 · Tlalpan,14,14,5,19.27185796763235,-99.23729990560646,2751,2190,2176,urbana,1.2501652853534197e-05,"{""type"": ""Polygon"", ""coordinates"": [[[-99.2394540429518, 19.273441900368], [-99.23574488728161, 19.2738478741451], [-99.2346828161513, 19.2696444295536], [-99.2391548598734, 19.2707183764358], [-99.2394540429518, 19.273441900368]]]}"
3928,Sección 3928 · Tlalpan,14,14,5,19.271708561740557,-99.24106223421335,2443,1959,1947,urbana,1.0667093312788148e-05,"{""type"": ""Polygon"", ""coordinates"": [[[-99.2441375272969, 19.2723015374149], [-99.2394539369991, 19.273368963504], [-99.238614266333, 19.2704898734328], [-99.2418926000709, 19.2703835527493], [-99.2441375272969, 19.2723015374149]]]}"
3929,Sección 3929 · Tlalpan,14,14,5,19.266192551418968,-99.24220526264978,5782,4761,4718,urbana,5.739943784670686e-05,"{""type"": ""Polygon"", ""coordinates"": [[[-99.2431908410429, 19.2709607611725], [-99.23807102005651, 19.2704277674682], [-99.237668553765, 19.2656253962422], [-99.2405642736821, 19.2645610539787], [-99.2387692966196, 19.2620245251094], [-99.24552659191448, 19.2612351531912], [-99.24473874182972, 19.263387848017], [-99.24639926188149, 19.2644650844242], [-99.2461887137975, 19.2674776609717], [-99.2431908410429, 19.2709607611725]]]}"
3930,Sección 3930 · Tlalpan,14,14,5,19.266443987294213,-99.23433309623877,4954,3941,3918,urbana,8.270768522246131e-05,"{""type"": ""Polygon"", ""coordinates"": [[[-99.2356852445368, 19.2727222430629], [-99.2313866224393, 19.2714647600168], [-99.2280276048898, 19.2659504144618], [-99.2300147392225, 19.2621532849737], [-99.2387692966196, 19.2620245251094], [-99.2404688562536, 19.2635758546745], [-99.2400143558874, 19.2652722350772], [-99.237668553765, 19.2656253962422], [-99.23807102005651, 19.2704277674682], [-99.2346828161513, 19.2696444295536], [-99.2356852445368, 19.2727222430629]]]}"
3931,Sección 3931 · Tlalpan,14,14,3,19.269873027927932,-99.227468879376,2132,1837,1825,urbana,9.538372747045052e-06,"{""type"": ""Polygon"", ""coordinates"": [[[-99.2288787838008, 19.271552557286], [-99.22536784851242, 19.2708630825157], [-99.2275955139892, 19.2673477150002], [-99.2288317120596, 19.2682643164985], [-99.2288787838008, 19.271552557286]]]}"
3932,Sección 3932 · Tlalpan,14,14,3,19.269073832371,-99.22409007973644,2107,1710,1694,urbana,9.350639726495376e-06,"{""type"": ""Polygon"", ""coordinates"": [[[-99.22536784851242, 19.2708630825157], [-99.22382853969431, 19.269613394998], [-99.2226068867605, 19.2708822460952], [-99.2214669534995, 19.2680444615679], [-99.2264649062986, 19.2686956285102], [-99.22536784851242, 19.2708630825157]]]}"
