cve,nombre,distrito,lat,lon,area,geometry_geojson
12-065,JARDINES DE SAN JUAN,19,19.21153146873701,-99.18614515665064,0.0003013079643299171,"{""type"": ""Polygon"", ""coordinates"": [[[-99.181201623723, 19.206590173797995], [-99.1890730488419, 19.212307503418], [-99.1912018156451, 19.2112734714776], [-99.1872363465905, 19.205266015417894], [-99.18933626576252, 19.204388590756096], [-99.1905359987397, 19.1980247201001], [-99.1935641271643, 19.2022478438561], [-99.1933763501459, 19.2045395138721], [-99.1973060663723, 19.203854679278503], [-99.1988641175174, 19.208710794467297], [-99.19720952962442, 19.210982328948504], [-99.1956832052053, 19.2214515110679], [-99.1934419559231, 19.218578228447402], [-99.1861955154249, 19.216849952038295], [-99.18258482025621, 19.2195002415581], [-99.1793034899414, 19.217868712790896], [-99.1771979575918, 19.2185080747663], [-99.1738044673199, 19.216112904543305], [-99.17120130211892, 19.219903685322], [-99.1708917214832, 19.215170280862], [-99.17807600989602, 19.204867724491404], [-99.1835284956863, 19.20509562611189], [-99.181201623723, 19.206590173797995]]]}"
12-066,JARDINES DEL AJUSCO,14,19.287002910797103,-99.21428642023524,8.02730615378372e-05,"{""type"": ""Polygon"", ""coordinates"": [[[-99.2110164838337, 19.283130501161505], [-99.2123549151801, 19.279470221262503], [-99.2183929234841, 19.2852214075161], [-99.2153039744846, 19.294446924491705], [-99.21083307844881, 19.292495866652803], [-99.2123102603618, 19.2881162951778], [-99.2097962506327, 19.2862933204052], [-99.2110164838337, 19.283130501161505]]]}"
12-067,JARDINES EN LA MONTAÑA,14,19.298827511298516,-99.20523290985669,0.00011725088539038329,"{""type"": ""Polygon"", ""coordinates"": [[[-99.2038779787318, 19.305343527639803], [-99.1977673189162, 19.3028371984694], [-99.198592937257, 19.301328185211805], [-99.1968276959551, 19.3006979433832], [-99.1977625103348, 19.3000312640539], [-99.195579563438, 19.296678232003597], [-99.20530901374498, 19.297655567344997], [-99.20552273957699, 19.292907514604696], [-99.2153039744846, 19.294446924491705], [-99.2038779787318, 19.305343527639803]]]}"
12-068,JUVENTUD UNIDA,16,19.268822842011424,-99.15286617454443,4.756801795327084e-06,"{""type"": ""Polygon"", ""coordinates"": [[[-99.1524532258428, 19.270148477592304], [-99.1512717674776, 19.268927020546496], [-99.1520385615214, 19.2673105622916], [-99.15450483702051, 19.2687243212642], [-99.1524532258428, 19.270148477592304]]]}"
12-070,LA FAMA,16,19.29083457099729,-99.17667496116296,1.0956549691254283e-05,"{""type"": ""Polygon"", ""coordinates"": [[[-99.1786477713959, 19.292553100792603], [-99.17862212917738, 19.293038728967602], [-99.1741215098569, 19.2911003581478], [-99.17386213310911, 19.2898240702188], [-99.1791654444308, 19.289950147228197], [-99.1786477713959, 19.292553100792603]]]}"
12-071,LA GUADALUPANA,19,19.195098939973946,-99.15041900929964,1.91623422132237e-05,"{""type"": ""Polygon"", ""coordinates"": [[[-99.1482492466379, 19.194393804115297], [-99.15057535370698, 19.1924760497743], [-99.15183682209211, 19.1941436103577], [-99.1546545138948, 19.1941147736349], [-99.1486752924448, 19.197751568003], [-99.1470656738881, 19.196280402371993], [-99.1482492466379, 19.194393804115297]]]}"
12-072,LA JOYA,16,19.28096136831413,-99.16446836792174,2.0459410853688305e-05,"{""type"": ""Polygon"", ""coordinates"": [[[-99.1649943305602, 19.2821290113423], [-99.1640311781097, 19.2850069251375], [-99.16081048367951, 19.284025317308497], [-99.1660854762368, 19.2760338964002], [-99.1672721465643, 19.2788051997199], [-99.1649943305602, 19.2821290113423]]]}"
12-073,LA LIBERTAD - IXTLAHUACA,19,19.191058526946428,-99.14773477383471,5.35416458960682e-06,"{""type"": ""Polygon"", ""coordinates"": [[[-99.1497388956675, 19.1904106251801], [-99.1479885972612, 19.192722808266], [-99.1465108716788, 19.191866785373797], [-99.1471178104968, 19.189767940468403], [-99.1497388956675, 19.1904106251801]]]}"
12-074,LA MAGDALENA PETLACALCO (PBLO),19,19.234546205347105,-99.18334976717169,0.00019116769169143455,"{""type"": ""MultiPolygon"", ""coordinates"": [[[[-99.187453209826, 19.233232428479496], [-99.19007446990699, 19.229791999365606], [-99.1952683418246, 19.2305669090399], [-99.19224686461, 19.237752081830603], [-99.1847407449752, 19.242312151876796], [-99.1830312779221, 19.242983064488904], [-99.1826054732123, 19.2406185508332], [-99.1802784617809, 19.243255790798795], [-99.18003327424078, 19.2382511185952], [-99.17619738534358, 19.236863080369396], [-99.17373085030664, 19.23916683045071], [-99.1760649639031, 19.2302837279199], [-99.1751827279183, 19.226108006364605], [-99.1821189950678, 19.2268513762531], [-99.1834191692733, 19.227920302423698], [-99.1812572976264, 19.230246712524604], [-99.1841266742052, 19.2329723648333], [-99.187453209826, 19.233232428479496]]], [[[-99.17373085030664, 19.23916683045071], [-99.1737238625051, 19.2391901836244], [-99.17373085030661, 19.239166830450706], [-99.17373085030664, 19.23916683045071]]]]}"
12-216,LA MAGUEYERA,16,19.24446537076758,-99.1458133823954,6.412110336038686e-06,"{""type"": ""Polygon"", ""coordinates"": [[[-99.14647324359309, 19.244533129718295], [-99.1444902619021, 19.2460243043521], [-99.1426987743334, 19.2453427943652], [-99.148343591799, 19.243026849294395], [-99.14894030276112, 19.244228493692592], [-99.14647324359309, 19.244533129718295]]]}"
12-075,LA PALMA,16,19.249268976344784,-99.15724134723517,2.094146647018628e-05,"{""type"": ""Polygon"", ""coordinates"": [[[-99.15810367377618, 19.2527114761752], [-99.15584363615, 19.2519211385721], [-99.15482172646259, 19.245719387691103], [-99.15948859353051, 19.247399893018297], [-99.1591553549997, 19.252962277199295], [-99.15810367377618, 19.2527114761752]]]}"
12-076,LA PRIMAVERA,19,19.26717845693976,-99.20291592893788,2.298479614743104e-05,"{""type"": ""Polygon"", ""coordinates"": [[[-99.20564199648608, 19.269783101878], [-99.20356843041101, 19.270016698551803], [-99.19830213797381, 19.266986544194605], [-99.2045893361266, 19.263854275501096], [-99.2062818419231, 19.2653951220843], [-99.2045028588694, 19.266232260810796], [-99.20564199648608, 19.269783101878]]]}"
12-077,LA TORTUGA XOLALPA-HCO COLEGIO MILITAR,16,19.257336442576772,-99.15074357756622,0.0003646811860797597,"{""type"": ""Polygon"", ""coordinates"": [[[-99.14929325576722, 19.244582920714596], [-99.15539742021771, 19.248682261391895], [-99.1563050081576, 19.2534870343624], [-99.1656063886445, 19.261169161498398], [-99.16516066212239, 19.2629907124322], [-99.14954221948972, 19.267550616220802], [-99.14322711635671, 19.267337679755098], [-99.14238789262271, 19.2602800981691], [-99.1401769483684, 19.257851252627898], [-99.1395503051385, 19.253755173612202], [-99.1417896336082, 19.248801237702605], [-99.14929325576722, 19.244582920714596]]]}"
12-221,LOMA BONITA-AMPLIACION TEPEXIMILPA,14,19.269824144541854,-99.19170032842175,3.946677281404524e-06,"{""type"": ""Polygon"", ""coordinates"": [[[-99.1915960634288, 19.269383887594497], [-99.193311563471, 19.2693367476244], [-99.19221280755161, 19.2713057099717], [-99.1897252350392, 19.269474013518895], [-99.1915960634288, 19.269383887594497]]]}"
12-079,LOMAS ALTAS DE PADIERNA SUR,14,19.273269735453436,-99.22631398577072,2.173131797921578e-05,"{""type"": ""Polygon"", ""coordinates"": [[[-99.2233715020716, 19.2737339471019], [-99.2244805355494, 19.270412425779703], [-99.22887878383682, 19.2715525572635], [-99.22893726775838, 19.2756377456679], [-99.2233715020716, 19.2737339471019]]]}"
12-211,LOMAS DE  PADIERNA I,14,19.29394024637218,-99.22749383345229,5.809906819464812e-05,"{""type"": ""Polygon"", ""coordinates"": [[[-99.2241513105148, 19.288956948916397], [-99.2297046460377, 19.288576829401695], [-99.2308526528972, 19.2994217880713], [-99.2249927927135, 19.2985102509281], [-99.2241513105148, 19.288956948916397]]]}"
12-212,LOMAS DE  PADIERNA II,14,19.29495754182762,-99.21846202769672,7.880180976548449e-05,"{""type"": ""Polygon"", ""coordinates"": [[[-99.2164955289541, 19.294626907649203], [-99.2109585567347, 19.303971802839403], [-99.2082698828785, 19.3024930520604], [-99.20938579308572, 19.299402295807194], [-99.2161328985157, 19.2933674080805], [-99.2175930818017, 19.289514910433695], [-99.2241513105148, 19.288956948916397], [-99.2249927927135, 19.2985102509281], [-99.2164955289541, 19.294626907649203]]]}"
12-080,LOMAS DE CUILOTEPEC,14,19.270723526780007,-99.23247139642979,9.427863757277107e-06,"{""type"": ""Polygon"", ""coordinates"": [[[-99.23404217945172, 19.269474923862603], [-99.2337095760394, 19.272614409128302], [-99.2316964082399, 19.273040555232605], [-99.23071444780392, 19.268628363684595], [-99.23404217945172, 19.269474923862603]]]}"
12-222,LOMAS DE TEPEMECATL,19,19.238295052998744,-99.232016300937,0.0002439882633738678,"{""type"": ""Polygon"", ""coordinates"": [[[-99.2435695120935, 19.235882656586796], [-99.2470613643182, 19.2393027860832], [-99.244724152892, 19.239362128485297], [-99.24248893433692, 19.242266898178602], [-99.2427555899766, 19.2454270409496], [-99.24180490286211, 19.246035434382495], [-99.24033320727779, 19.24321567799589], [-99.22933154443379, 19.2451265875606], [-99.2211603359244, 19.242959357705203], [-99.2257550881029, 19.241191987396], [-99.2256186176392, 19.238390344219095], [-99.2205551386618, 19.237936598575097], [-99.21780904941322, 19.235457380542496], [-99.2176539614306, 19.2327685511524], [-99.22730278924789, 19.231799301805395], [-99.22968855874392, 19.232152789441898], [-99.23321858008931, 19.235861837909095], [-99.2356977223117, 19.2342506306686], [-99.2434436704611, 19.2337435292114], [-99.2435695120935, 19.235882656586796]]]}"
12-084,LOMAS DE TEXCALATLACO,16,19.238836954471005,-99.15257562819033,1.1890091293335228e-05,"{""type"": ""Polygon"", ""coordinates"": [[[-99.15513753774762, 19.2410547631394], [-99.15216330388749, 19.238904045561398], [-99.1499746259632, 19.240742791533002], [-99.15078000028942, 19.237314859138696], [-99.1542461169664, 19.237406178651703], [-99.15513753774762, 19.2410547631394]]]}"
12-085,LOMAS DEL PEDREGAL,14,19.273891657305462,-99.21829216808378,5.492590365195685e-06,"{""type"": ""Polygon"", ""coordinates"": [[[-99.21836812790909, 19.274791015253], [-99.2167903663665, 19.274830457340098], [-99.2179318458309, 19.272604523549], [-99.2198923713494, 19.2725382217932], [-99.21836812790909, 19.274791015253]]]}"
12-086,LOMAS HIDALGO,14,19.274429163313616,-99.2150183291485,1.5017777885721432e-05,"{""type"": ""Polygon"", ""coordinates"": [[[-99.21281189821269, 19.276424530599996], [-99.2118238961771, 19.2751198237271], [-99.2145543883243, 19.2727632363139], [-99.2179318458309, 19.272604523549], [-99.2143935321018, 19.2771137699371], [-99.21281189821269, 19.276424530599996]]]}"
12-087,LOS  ENCINOS,14,19.27750969782635,-99.22736611720359,1.2930918723053168e-05,"{""type"": ""Polygon"", ""coordinates"": [[[-99.2292425830918, 19.279697919848594], [-99.2257781344406, 19.2791351027958], [-99.22539604191331, 19.2749915274256], [-99.22893726775838, 19.2756377456679], [-99.2292425830918, 19.279697919848594]]]}"
12-088,LOS PASTORES,19,19.19767765496455,-99.15132055631791,1.2998545404867904e-05,"{""type"": ""Polygon"", ""coordinates"": [[[-99.15476314073058, 19.1948066150159], [-99.1524824310466, 19.199040704655], [-99.14882855114482, 19.1999733625818], [-99.1486752924448, 19.197751568003], [-99.15476314073058, 19.1948066150159]]]}"
12-089,LOS VOLCANES,16,19.27013188049015,-99.17502699791217,1.9556431792263176e-05,"{""type"": ""Polygon"", ""coordinates"": [[[-99.17481491317828, 19.270268294002296], [-99.1737086115772, 19.271753705903897], [-99.1697572997052, 19.271680490443398], [-99.17455678876371, 19.267018847608995], [-99.1763478260857, 19.2694461208069], [-99.18182440051451, 19.270445536528392], [-99.18154322993598, 19.2714581730885], [-99.17481491317828, 19.270268294002296]]]}"
12-092,MA ESTHER ZUNO DE ECHEVERRIA-TLALPUENTE,19,19.247734655742025,-99.18816949248848,0.00016331411058813757,"{""type"": ""Polygon"", ""coordinates"": [[[-99.1827384702181, 19.2552458720075], [-99.18289490344551, 19.256464354339503], [-99.1802099805582, 19.256307888226395], [-99.18029109411002, 19.253680464030996], [-99.1776275318769, 19.253188477230204], [-99.17899523487038, 19.2482440960551], [-99.1817453653805, 19.2484090892648], [-99.1929556145626, 19.236312514665098], [-99.19391677871229, 19.240969988674593], [-99.1965982474059, 19.2428972051956], [-99.19478514967992, 19.243967578836596], [-99.19557431157651, 19.251549177054503], [-99.1941913061174, 19.2507033701461], [-99.19347563459381, 19.2535647618158], [-99.1865691493119, 19.2518777356722], [-99.1828037150084, 19.2536304794071], [-99.1827384702181, 19.2552458720075]]]}"
12-094,"MESA LOS HORNOS, TEXCALTENCO",14,19.27483116688649,-99.18444089917082,3.404680417708316e-05,"{""type"": ""Polygon"", ""coordinates"": [[[-99.1879840849082, 19.2743675720092], [-99.1860774885402, 19.2778626198688], [-99.18134136778939, 19.2774852420336], [-99.18213566410918, 19.271607820130594], [-99.1847399424378, 19.2710555769992], [-99.1847114479818, 19.2730646103668], [-99.1888450065133, 19.272955268072895], [-99.1879840849082, 19.2743675720092]]]}"
12-095,MIGUEL HIDALGO,14,19.287727104921796,-99.18575046793268,7.844153683490027e-05,"{""type"": ""MultiPolygon"", ""coordinates"": [[[[-99.1924129661307, 19.282713894072195], [-99.1902199263965, 19.284216241975795], [-99.19236205622468, 19.2863319539881], [-99.1875644090966, 19.2872559055207], [-99.18590656426971, 19.289945983184495], [-99.1845771295775, 19.2943265859072], [-99.1863761051161, 19.2957618789664], [-99.17862212917738, 19.293038728967602], [-99.18210806709119, 19.29277016636709], [-99.182503395582, 19.290824616790893], [-99.17961087105515, 19.289292014070323], [-99.1875877534834, 19.281652823450898], [-99.19069424415599, 19.280388614554], [-99.1924129661307, 19.282713894072195]]], [[[-99.1796108710551, 19.289292014070295], [-99.17961087105515, 19.289292014070323], [-99.1791654444308, 19.289950147228197], [-99.1796108710551, 19.289292014070295]]]]}"
12-096,MIRADOR 1A SECC,16,19.269222476360003,-99.1790122313137,8.974245403545111e-06,"{""type"": ""Polygon"", ""coordinates"": [[[-99.17507295270339, 19.268732029829504], [-99.1750974012321, 19.2681713414432], [-99.18232159957299, 19.2689064652183], [-99.1819382253024, 19.2704775859326], [-99.17507295270339, 19.268732029829504]]]}"
12-097,MIRADOR 2A y 3A SECC,14,19.270160206967013,-99.18402934883456,9.715845816566396e-06,"{""type"": ""Polygon"", ""coordinates"": [[[-99.18232159957299, 19.2689064652183], [-99.1870325355008, 19.269355173784497], [-99.18691956961011, 19.270379363837602], [-99.18154322993598, 19.2714581730885], [-99.18232159957299, 19.2689064652183]]]}"
12-099,MIRADOR DEL VALLE,19,19.256229379535938,-99.18237173396693,1.3485399135742453e-05,"{""type"": ""Polygon"", ""coordinates"": [[[-99.1827384702181, 19.2552458720075], [-99.1841617919004, 19.253561596218198], [-99.18428922785432, 19.2551903728034], [-99.1862921232745, 19.255831286222396], [-99.1832221749598, 19.2568716282607], [-99.18314008339512, 19.258596027784797], [-99.1789766569658, 19.257407135489103], [-99.178736192461, 19.256056831440397], [-99.18289490344551, 19.256464354339503], [-99.1827384702181, 19.2552458720075]]]}"
12-100,MIRADOR I,14,19.271413870021526,-99.21939791186837,9.544719977501328e-06,"{""type"": ""Polygon"", ""coordinates"": [[[-99.221882032539, 19.2716869168478], [-99.22091185799441, 19.272849464476398], [-99.2164482219287, 19.271636224830896], [-99.22009812491581, 19.2695885899195], [-99.221882032539, 19.2716869168478]]]}"
12-101,MIRADOR II,14,19.270075607720027,-99.22319361437494,1.7045900016051917e-05,"{""type"": ""Polygon"", ""coordinates"": [[[-99.22091185799441, 19.272849464476398], [-99.22232048406408, 19.2680505733494], [-99.2259388168339, 19.267310846443493], [-99.2229224480612, 19.273491941191804], [-99.22091185799441, 19.272849464476398]]]}"
12-102,MOVIMIENTO ORGANIZADO DE TLALPAN-EL MIRADOR (RNCDA),16,19.26685004065491,-99.15281087602031,3.848971638633443e-06,"{""type"": ""Polygon"", ""coordinates"": [[[-99.1548480745783, 19.2659503988876], [-99.1521515295141, 19.267987129009704], [-99.1504126369815, 19.2668812489819], [-99.1504808437831, 19.2667135903425], [-99.1548480745783, 19.2659503988876]]]}"
12-217,NARCISO MENDOZA VILLA COAPA SUPERMANZANA 8 (U HAB),16,19.294952058410956,-99.1202408834055,1.6565192619459423e-05,"{""type"": ""Polygon"", ""coordinates"": [[[-99.12242840993349, 19.295362607995898], [-99.1196443522821, 19.2981192096298], [-99.11696091829752, 19.2926934504561], [-99.1231506652341, 19.2934032643173], [-99.1242809323434, 19.295228074224198], [-99.12242840993349, 19.295362607995898]]]}"
12-103,NARCISO MENDOZA-VILLA COAPA SUPER MANZANA 1 (U HAB),16,19.292170096772562,-99.12852074124966,1.24884534493751e-05,"{""type"": ""Polygon"", ""coordinates"": [[[-99.1306334157389, 19.2906302484786], [-99.12989250325091, 19.2943656912579], [-99.12568243599061, 19.292921036542804], [-99.12580271675868, 19.291417987782697], [-99.1306334157389, 19.2906302484786]]]}"
12-104,NARCISO MENDOZA-VILLA COAPA SUPER MANZANA 2 (U HAB),16,19.28931827157922,-99.12737434254126,1.194784320624385e-05,"{""type"": ""Polygon"", ""coordinates"": [[[-99.12580271675868, 19.291417987782697], [-99.1262681527021, 19.286343356929798], [-99.12651989679298, 19.2862931509975], [-99.12979937417201, 19.289760853569298], [-99.12580271675868, 19.291417987782697]]]}"
12-105,NARCISO MENDOZA-VILLA COAPA SUPER MANZANA 3 (U HAB),16,19.287450158758265,-99.12417936987028,1.3818687335608648e-05,"{""type"": ""Polygon"", ""coordinates"": [[[-99.1250237773804, 19.285242005459995], [-99.12602397820952, 19.288901402519294], [-99.12216177838121, 19.2894309182925], [-99.1223340330027, 19.286199949563503], [-99.1250237773804, 19.285242005459995]]]}"
12-106,NARCISO MENDOZA-VILLA COAPA SUPER MANZANA 6 (U HAB),16,19.29298627535525,-99.12238521060799,1.4030099522513438e-05,"{""type"": ""Polygon"", ""coordinates"": [[[-99.12568243599061, 19.292921036542804], [-99.12535805216841, 19.2952661744467], [-99.1231506652341, 19.2934032643173], [-99.11838264092991, 19.293006095091197], [-99.1203224032601, 19.2909528694809], [-99.12568243599061, 19.292921036542804]]]}"
12-107,NARCISO MENDOZA-VILLA COAPA SUPER MANZANA 7 (U HAB),16,19.290753835465825,-99.12378087109371,1.3654560177366506e-05,"{""type"": ""Polygon"", ""coordinates"": [[[-99.12568243599061, 19.292921036542804], [-99.12541447830242, 19.292909277056705], [-99.1203224032601, 19.2909528694809], [-99.12602365860378, 19.288901460638], [-99.12568243599061, 19.292921036542804]]]}"
12-108,NIÑO JESUS (BARR),16,19.286713089704406,-99.16100527703124,2.2424143486914415e-05,"{""type"": ""Polygon"", ""coordinates"": [[[-99.1639333368396, 19.285296802596893], [-99.1620837126741, 19.290168245071303], [-99.1569328220163, 19.286629850994103], [-99.16081048367951, 19.284025317308497], [-99.1639333368396, 19.285296802596893]]]}"
12-109,NUEVA ORIENTAL COAPA-EX HACIENDA COAPA,16,19.297275513072712,-99.12828010564019,4.161298850310102e-05,"{""type"": ""Polygon"", ""coordinates"": [[[-99.1272244309877, 19.299562154533792], [-99.1249307928313, 19.300272550360795], [-99.1257913739451, 19.292786824921595], [-99.13155458887299, 19.295113751154], [-99.13147110705908, 19.301894268745198], [-99.1272244309877, 19.299562154533792]]]}"
12-110,NUEVO RENACIMIENTO DE AXALCO,16,19.255502752160414,-99.16066129567933,1.3062383657091834e-05,"{""type"": ""Polygon"", ""coordinates"": [[[-99.15730988253232, 19.254042744807595], [-99.1618676818227, 19.2532764995282], [-99.1633717923115, 19.2569459962251], [-99.1614058050104, 19.2573273612648], [-99.1621687531058, 19.258336036231498], [-99.15730988253232, 19.254042744807595]]]}"
12-111,OCOTLA - OCOTLA CHICO,19,19.21207580282378,-99.16724190703614,0.00013230618722221348,"{""type"": ""Polygon"", ""coordinates"": [[[-99.1754427537565, 19.209036679609795], [-99.1718357900487, 19.214623502149802], [-99.1700775709593, 19.214193831423195], [-99.16739488699821, 19.2177331664612], [-99.1580053969402, 19.217724342950397], [-99.15962852155572, 19.2101334521295], [-99.16283949337021, 19.211514946404797], [-99.16349944239869, 19.2088067619885], [-99.16772109352519, 19.210132082227695], [-99.169858192672, 19.2042047869923], [-99.1768361038091, 19.206675704548296], [-99.1754427537565, 19.209036679609795]]]}"
12-112,ORIENTE (AMPL),16,19.25225546695155,-99.16110284998409,7.315361233851758e-06,"{""type"": ""Polygon"", ""coordinates"": [[[-99.1590319684679, 19.250772845300098], [-99.1626356826708, 19.252000059131], [-99.1645343308625, 19.252296481673003], [-99.15947249559001, 19.253057089986495], [-99.1590319684679, 19.250772845300098]]]}"
12-113,PARAJE 38,19,19.26520913464133,-99.20841116917558,1.875248014091631e-05,"{""type"": ""Polygon"", ""coordinates"": [[[-99.21347275237082, 19.268558292764194], [-99.2086596829652, 19.2672812473607], [-99.2045893361266, 19.263854275501096], [-99.20799204333521, 19.2624772546649], [-99.21347275237082, 19.268558292764194]]]}"
12-114,PARQUES DEL PEDREGAL,14,19.29986795464747,-99.19190237850627,5.5958810392807454e-05,"{""type"": ""Polygon"", ""coordinates"": [[[-99.1937347911474, 19.295954590944298], [-99.198592937257, 19.301328185211805], [-99.1977673189162, 19.3028371984694], [-99.18597660464918, 19.302870011397292], [-99.1856566122671, 19.300133392250896], [-99.1875076264144, 19.2995545840093], [-99.18766205539791, 19.297673883920595], [-99.1937347911474, 19.295954590944298]]]}"
12-115,PARRES EL GUARDA (PBLO),19,19.13453272809347,-99.17518806967249,0.00013606085694708843,"{""type"": ""Polygon"", ""coordinates"": [[[-99.1796446871494, 19.129590923026498], [-99.1821216591801, 19.129081627738397], [-99.1857206139709, 19.13329494979279], [-99.17831441929492, 19.133883925349995], [-99.176063, 19.138118], [-99.17746, 19.141333], [-99.174135605333, 19.143841438837697], [-99.1693625931652, 19.141310767844192], [-99.17143961382799, 19.137934183598805], [-99.16733773328261, 19.133593854436295], [-99.1703199775478, 19.130279315343095], [-99.17142492283841, 19.131065364983296], [-99.17335336089802, 19.1274167716219], [-99.1796446871494, 19.129590923026498]]]}"
12-116,PEDREGAL DE LAS AGUILAS,16,19.27184483173848,-99.1757698606045,1.3237028946744277e-05,"{""type"": ""Polygon"", ""coordinates"": [[[-99.1746374816168, 19.270237851070892], [-99.17905820840701, 19.2709962852777], [-99.178651120722, 19.272531070553], [-99.1761674813169, 19.273676835990504], [-99.1719175124931, 19.272199984995197], [-99.1746374816168, 19.270237851070892]]]}"
12-117,PEDREGAL DE SN NICOLAS 1A SECC,14,19.293372386132138,-99.23571266711339,6.172305865243865e-05,"{""type"": ""Polygon"", ""coordinates"": [[[-99.2310909781169, 19.299480314285795], [-99.2299302185867, 19.2913836004997], [-99.24286128934841, 19.289292497984395], [-99.241265126562, 19.294038678563897], [-99.23593190129431, 19.294470472070795], [-99.2327012182569, 19.2973483216054], [-99.23270873826408, 19.299783278934], [-99.2310909781169, 19.299480314285795]]]}"
12-118,PEDREGAL DE SN NICOLAS 2A SECC,14,19.28881174839678,-99.23528188324903,4.655819680876781e-05,"{""type"": ""Polygon"", ""coordinates"": [[[-99.2403102592295, 19.289186742966997], [-99.23979044725341, 19.2906663141979], [-99.2299302185867, 19.2913836004997], [-99.2296559909708, 19.287147032960004], [-99.2407780443099, 19.286358319861], [-99.2423802379806, 19.289249221619503], [-99.2403102592295, 19.289186742966997]]]}"
12-119,PEDREGAL DE SN NICOLAS 3A SECC,14,19.284308969114875,-99.23648152147071,5.9359579726143954e-05,"{""type"": ""Polygon"", ""coordinates"": [[[-99.24062525801621, 19.286368416776902], [-99.2296559909708, 19.287147032960004], [-99.22940584283089, 19.2830043016705], [-99.2370652569995, 19.282880399717197], [-99.2448886157274, 19.279587144715702], [-99.24062525801621, 19.286368416776902]]]}"
12-213,PEDREGAL DE SN NICOLAS 4A SECC I,14,19.277508268706494,-99.23958815156783,4.8908070660268794e-05,"{""type"": ""Polygon"", ""coordinates"": [[[-99.2364960636568, 19.275276739441292], [-99.2364422126897, 19.2738029923082], [-99.2417803053238, 19.2731052039922], [-99.24187685207599, 19.27668377361], [-99.2443227519952, 19.2800450460005], [-99.2370652569995, 19.282880399717197], [-99.2362086992106, 19.279620424554896], [-99.23895383152349, 19.280718002600498], [-99.238867368701, 19.2763882111262], [-99.2340442533343, 19.276993637901796], [-99.2342002746511, 19.274332613901898], [-99.2364960636568, 19.275276739441292]]]}"
12-214,PEDREGAL DE SN NICOLAS 4A SECC II,14,19.278954750184646,-99.23337471850294,6.100557779518126e-05,"{""type"": ""Polygon"", ""coordinates"": [[[-99.2370093975401, 19.282388166034195], [-99.22940584283089, 19.2830043016705], [-99.22893726775838, 19.2756377456679], [-99.2340942272491, 19.2743240851391], [-99.2340442533343, 19.276993637901796], [-99.238867368701, 19.2763882111262], [-99.23895383152349, 19.280718002600498], [-99.2362086992106, 19.279620424554896], [-99.2370093975401, 19.282388166034195]]]}"
12-121,PEDREGAL DE STA URSULA XITLA,16,19.273744772225914,-99.17801779673741,1.8552805095323763e-05,"{""type"": ""Polygon"", ""coordinates"": [[[-99.1804848936956, 19.27367056189849], [-99.1771554093462, 19.274714125553295], [-99.1768348626605, 19.276938943681596], [-99.1743649959537, 19.276234210680897], [-99.1753814156981, 19.273421318901402], [-99.178651120722, 19.272531070553], [-99.17905820840701, 19.2709962852777], [-99.18213566410918, 19.271607820130594], [-99.1804848936956, 19.27367056189849]]]}"
12-124,PIEDRA LARGA,19,19.191149288638638,-99.1375405313169,2.66196533191384e-05,"{""type"": ""Polygon"", ""coordinates"": [[[-99.1390319091567, 19.188701222610305], [-99.1394671279703, 19.194863110967503], [-99.1368505374518, 19.1955961487103], [-99.1354256110827, 19.188773166125], [-99.1379905777213, 19.186819146326506], [-99.1390319091567, 19.188701222610305]]]}"
12-125,PLAN DE AYALA,16,19.237956196579848,-99.1494168225086,1.766281738150218e-05,"{""type"": ""Polygon"", ""coordinates"": [[[-99.1525944700947, 19.2365888535773], [-99.1507134880398, 19.23741638518], [-99.14879376341749, 19.2427040673422], [-99.1470169899017, 19.2393131994132], [-99.1490933023592, 19.23787958088049], [-99.1481166358084, 19.236447501919002], [-99.1492302943247, 19.2340847033466], [-99.1525944700947, 19.2365888535773]]]}"
12-127,POPULAR STA TERESA,14,19.30092923849563,-99.22399503975976,2.7252422903005074e-05,"{""type"": ""Polygon"", ""coordinates"": [[[-99.22683637686949, 19.3026277636263], [-99.22066354338881, 19.303857395348196], [-99.22225873922021, 19.2977236660396], [-99.2268582007634, 19.298810913421097], [-99.22683637686949, 19.3026277636263]]]}"
12-130,PRADO COAPA 2A SECCION,16,19.29908809756651,-99.13301474551947,2.1584818338679598e-05,"{""type"": ""Polygon"", ""coordinates"": [[[-99.13120131281, 19.2984500611534], [-99.13155458887299, 19.295113751154], [-99.13458723132788, 19.296550300490598], [-99.13496710565141, 19.302429988481595], [-99.13147110705908, 19.301894268745198], [-99.13120131281, 19.2984500611534]]]}"
12-131,PRADO COAPA 3A SECCION-POTRERO ACOXPA,16,19.29288406612201,-99.1332307162758,2.6432938571404062e-05,"{""type"": ""Polygon"", ""coordinates"": [[[-99.1354206294488, 19.289470383401998], [-99.1361055925184, 19.295186393391], [-99.12989250325091, 19.2943656912579], [-99.1306334157389, 19.2906302484786], [-99.1315528501521, 19.291608450696696], [-99.1354206294488, 19.289470383401998]]]}"
12-132,PROGRESO TLALPAN,16,19.252977753534946,-99.15681126115079,2.530340841354745e-06,"{""type"": ""Polygon"", ""coordinates"": [[[-99.1575950055072, 19.253499389214795], [-99.1566338605837, 19.253845848325902], [-99.15584363615, 19.2519211385721], [-99.15791334187008, 19.2526466856852], [-99.1575950055072, 19.253499389214795]]]}"
